name	SUPER_PATHWAY	SUB_PATHWAY	label
U::X - 17360	U::Unknown	U::Unknown	U::X - 17360
U::X - 17361	U::Unknown	U::Unknown	U::X - 17361
U::X - 17365	U::Unknown	U::Unknown	U::X - 17365
U::X - 17366	U::Unknown	U::Unknown	U::X - 17366
U::X - 17367	U::Unknown	U::Unknown	U::X - 17367
U::X - 17370	U::Unknown	U::Unknown	U::X - 17370
U::X - 17393	U::Unknown	U::Unknown	U::X - 17393
U::X - 17398	U::Unknown	U::Unknown	U::X - 17398
U::X - 17438	U::Unknown	U::Unknown	U::X - 17438
U::X - 17443	U::Unknown	U::Unknown	U::X - 17443
U::X - 17453	U::Unknown	U::Unknown	U::X - 17453
U::X - 17612	U::Unknown	U::Unknown	U::X - 17612
U::X - 17673	U::Unknown	U::Unknown	U::X - 17673
U::X - 17674	U::Unknown	U::Unknown	U::X - 17674
U::X - 17675	U::Unknown	U::Unknown	U::X - 17675
U::X - 17676	U::Unknown	U::Unknown	U::X - 17676
U::X - 17682	U::Unknown	U::Unknown	U::X - 17682
U::X - 17685	U::Unknown	U::Unknown	U::X - 17685
U::X - 17686	U::Unknown	U::Unknown	U::X - 17686
U::X - 17688	U::Unknown	U::Unknown	U::X - 17688
U::X - 17692	U::Unknown	U::Unknown	U::X - 17692
U::X - 17693	U::Unknown	U::Unknown	U::X - 17693
U::X - 17695	U::Unknown	U::Unknown	U::X - 17695
U::X - 17699	U::Unknown	U::Unknown	U::X - 17699
U::X - 17701	U::Unknown	U::Unknown	U::X - 17701
U::X - 17703	U::Unknown	U::Unknown	U::X - 17703
U::X - 17704	U::Unknown	U::Unknown	U::X - 17704
U::X - 17705	U::Unknown	U::Unknown	U::X - 17705
U::X - 17706	U::Unknown	U::Unknown	U::X - 17706
U::X - 17707	U::Unknown	U::Unknown	U::X - 17707
U::X - 17715	U::Unknown	U::Unknown	U::X - 17715
U::X - 17717	U::Unknown	U::Unknown	U::X - 17717
U::X - 17723	U::Unknown	U::Unknown	U::X - 17723
U::X - 17730	U::Unknown	U::Unknown	U::X - 17730
U::X - 17735	U::Unknown	U::Unknown	U::X - 17735
U::X - 17736	U::Unknown	U::Unknown	U::X - 17736
U::X - 17761	U::Unknown	U::Unknown	U::X - 17761
U::X - 17765	U::Unknown	U::Unknown	U::X - 17765
U::X - 18342	U::Unknown	U::Unknown	U::X - 18342
U::X - 18345	U::Unknown	U::Unknown	U::X - 18345
U::X - 18368	U::Unknown	U::Unknown	U::X - 18368
U::X - 18376	U::Unknown	U::Unknown	U::X - 18376
U::X - 18475	U::Unknown	U::Unknown	U::X - 18475
U::X - 18482	U::Unknown	U::Unknown	U::X - 18482
U::X - 18539	U::Unknown	U::Unknown	U::X - 18539
U::X - 18603	U::Unknown	U::Unknown	U::X - 18603
U::X - 18887	U::Unknown	U::Unknown	U::X - 18887
U::X - 18929	U::Unknown	U::Unknown	U::X - 18929
U::X - 18948	U::Unknown	U::Unknown	U::X - 18948
U::X - 18965	U::Unknown	U::Unknown	U::X - 18965
U::X - 19380	U::Unknown	U::Unknown	U::X - 19380
U::X - 19437	U::Unknown	U::Unknown	U::X - 19437
S::1,11-undecanedicarboxylate	S::Lipid	S::Fatty acid, dicarboxylate	S::1,11-undecanedicarboxylate
S::1,2-propanediol	S::Lipid	S::Ketone bodies	S::1,2-propanediol
S::1,4-butanediol	S::Xenobiotics	S::Chemical	S::1,4-butanediol
S::1,5-anhydroglucitol (1,5-AG)	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::1,5-anhydroglucitol (1,5-AG)
S::12-HETE	S::Lipid	S::Eicosanoid	S::12-HETE
S::13-HODE + 9-HODE	S::Lipid	S::Fatty acid, monohydroxy	S::13-HODE + 9-HODE
S::2,3-butanediol	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::2,3-butanediol
S::2,3-dihydroxyisovalerate	S::Cofactors and vitamins	S::Pantothenate and CoA metabolism	S::2,3-dihydroxyisovalerate
S::2-aminoadipate	S::Amino acid	S::Lysine metabolism	S::2-aminoadipate
S::2-hydroxy-3-methylvalerate	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::2-hydroxy-3-methylvalerate
S::2-hydroxybutyrate (AHB)	S::Amino acid	S::Cysteine, methionine, SAM, taurine metabolism	S::2-hydroxybutyrate (AHB)
S::2-hydroxyglutarate	S::Lipid	S::Fatty acid, dicarboxylate	S::2-hydroxyglutarate
S::2-hydroxypalmitate	S::Lipid	S::Fatty acid, monohydroxy	S::2-hydroxypalmitate
S::2-hydroxystearate	S::Lipid	S::Fatty acid, monohydroxy	S::2-hydroxystearate
S::3-(4-hydroxyphenyl)lactate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::3-(4-hydroxyphenyl)lactate
S::3-(4-hydroxyphenyl)propionate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::3-(4-hydroxyphenyl)propionate
S::3-aminoisobutyrate	S::Nucleotide	S::Pyrimidine metabolism, thymine containing; Valine, leucine and isoleucine metabolism/	S::3-aminoisobutyrate
S::3-dehydrocarnitine*	S::Lipid	S::Carnitine metabolism	S::3-dehydrocarnitine*
S::3-hydroxybutyrate (BHBA)	S::Lipid	S::Ketone bodies	S::3-hydroxybutyrate (BHBA)
S::3-hydroxyindolin-2-one	S::Xenobiotics	S::Food component/Plant	S::3-hydroxyindolin-2-one
S::3-hydroxypropanoate	S::Lipid	S::Fatty acid, monohydroxy	S::3-hydroxypropanoate
S::3-indoxyl sulfate	S::Amino acid	S::Tryptophan metabolism	S::3-indoxyl sulfate
S::3-phenylpropionate (hydrocinnamate)	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::3-phenylpropionate (hydrocinnamate)
S::3-phosphoglycerate	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::3-phosphoglycerate
S::4-hydroxybutyrate (GHB)	S::Lipid	S::Fatty acid, monohydroxy	S::4-hydroxybutyrate (GHB)
S::4-hydroxyphenylacetate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::4-hydroxyphenylacetate
S::4-hydroxyphenylpyruvate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::4-hydroxyphenylpyruvate
S::4-methyl-2-oxopentanoate	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::4-methyl-2-oxopentanoate
S::5,6-dihydrouracil	S::Nucleotide	S::Pyrimidine metabolism, uracil containing	S::5,6-dihydrouracil
S::5-aminovalerate	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::5-aminovalerate
S::5-hydroxymethyl-2-furoic acid	S::Amino acid	S::Phenylalanine &amp; tyrosine metabolism	S::5-hydroxymethyl-2-furoic acid
S::5-oxoproline	S::Amino acid	S::Glutathione metabolism	S::5-oxoproline
S::8-hydroxyoctanoate	S::Lipid	S::Fatty acid, monohydroxy	S::8-hydroxyoctanoate
S::acetoacetate	S::Lipid	S::Ketone bodies	S::acetoacetate
S::acetylcarnitine	S::Lipid	S::Carnitine metabolism	S::acetylcarnitine
S::adenine	S::Nucleotide	S::Purine metabolism, adenine containing	S::adenine
S::adenosine 5'-monophosphate (AMP)	S::Nucleotide	S::Purine metabolism, adenine containing	S::adenosine 5'-monophosphate (AMP)
S::agmatine	S::Amino acid	S::Polyamine metabolism	S::agmatine
S::alanine	S::Amino acid	S::Alanine and aspartate metabolism	S::alanine
S::alanylalanine	S::Peptide	S::Dipeptide	S::alanylalanine
S::alanylvaline	S::Peptide	S::Dipeptide	S::alanylvaline
S::allantoin	S::Nucleotide	S::Purine metabolism, urate metabolism	S::allantoin
S::alpha-glutamylglutamate	S::Peptide	S::Dipeptide	S::alpha-glutamylglutamate
S::alpha-hydroxyisocaproate	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::alpha-hydroxyisocaproate
S::alpha-hydroxyisovalerate	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::alpha-hydroxyisovalerate
S::alpha-ketobutyrate	S::Amino acid	S::Cysteine, methionine, SAM, taurine metabolism	S::alpha-ketobutyrate
S::alpha-ketoglutarate	S::Energy	S::Krebs cycle	S::alpha-ketoglutarate
S::arabinose	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::arabinose
S::arabitol	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::arabitol
S::arabonate	S::Cofactors and vitamins	S::Ascorbate and aldarate metabolism	S::arabonate
S::arachidonate (20:4n6)	S::Lipid	S::Long chain fatty acid	S::arachidonate (20:4n6)
S::arginine	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::arginine
S::arginylisoleucine	S::Peptide	S::Dipeptide	S::arginylisoleucine
S::arginylphenylalanine	S::Peptide	S::Dipeptide	S::arginylphenylalanine
S::arginylproline	S::Peptide	S::Dipeptide	S::arginylproline
S::asparagylleucine	S::Peptide	S::Dipeptide	S::asparagylleucine
S::aspartate	S::Amino acid	S::Alanine and aspartate metabolism	S::aspartate
S::azelate (nonanedioate)	S::Lipid	S::Fatty acid, dicarboxylate	S::azelate (nonanedioate)
S::benzoate	S::Xenobiotics	S::Benzoate metabolism	S::benzoate
S::beta-alanine	S::Amino acid	S::Alanine and aspartate metabolism	S::beta-alanine
S::butyrylcarnitine	S::Lipid	S::Fatty acid metabolism (also BCAA metabolism)	S::butyrylcarnitine
S::cadaverine	S::Amino acid	S::Lysine metabolism	S::cadaverine
S::caffeine	S::Xenobiotics	S::Xanthine metabolism	S::caffeine
S::caprate (10:0)	S::Lipid	S::Medium chain fatty acid	S::caprate (10:0)
S::caproate (6:0)	S::Lipid	S::Medium chain fatty acid	S::caproate (6:0)
S::caprylate (8:0)	S::Lipid	S::Medium chain fatty acid	S::caprylate (8:0)
S::carnitine	S::Lipid	S::Carnitine metabolism	S::carnitine
S::catechol sulfate	S::Xenobiotics	S::Benzoate metabolism	S::catechol sulfate
S::choline phosphate	S::Lipid	S::Glycerolipid metabolism	S::choline phosphate
S::citrate	S::Energy	S::Krebs cycle	S::citrate
S::citrulline	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::citrulline
S::cortisone	S::Lipid	S::Sterol/Steroid	S::cortisone
S::creatine	S::Amino acid	S::Creatine metabolism	S::creatine
S::cyclo(leu-pro)	S::Peptide	S::Dipeptide	S::cyclo(leu-pro)
S::cysteine	S::Amino acid	S::Cysteine, methionine, SAM, taurine metabolism	S::cysteine
S::cytidine	S::Nucleotide	S::Pyrimidine metabolism, cytidine containing	S::cytidine
S::deoxycarnitine	S::Lipid	S::Carnitine metabolism	S::deoxycarnitine
S::dihomo-linolenate (20:3n3 or n6)	S::Lipid	S::Essential fatty acid	S::dihomo-linolenate (20:3n3 or n6)
S::docosadioate	S::Lipid	S::Fatty acid, dicarboxylate	S::docosadioate
S::dodecanedioate	S::Lipid	S::Fatty acid, dicarboxylate	S::dodecanedioate
S::eicosanodioate	S::Lipid	S::Fatty acid, dicarboxylate	S::eicosanodioate
S::eicosenoate (20:1n9 or 11)	S::Lipid	S::Long chain fatty acid	S::eicosenoate (20:1n9 or 11)
S::erythritol	S::Xenobiotics	S::Sugar, sugar substitute, starch	S::erythritol
S::erythronate*	S::Carbohydrate	S::Aminosugars metabolism	S::erythronate*
S::ethanolamine	S::Lipid	S::Glycerolipid metabolism	S::ethanolamine
S::fructose	S::Carbohydrate	S::Fructose, mannose, galactose, starch, and sucrose metabolism	S::fructose
S::fructose-6-phosphate	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::fructose-6-phosphate
S::fucose	S::Carbohydrate	S::Aminosugars metabolism	S::fucose
S::fumarate	S::Energy	S::Krebs cycle	S::fumarate
S::galactose	S::Carbohydrate	S::Fructose, mannose, galactose, starch, and sucrose metabolism	S::galactose
S::gamma-aminobutyrate (GABA)	S::Amino acid	S::Glutamate metabolism	S::gamma-aminobutyrate (GABA)
S::gluconate	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::gluconate
S::glucose	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::glucose
S::glucose-6-phosphate (G6P)	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::glucose-6-phosphate (G6P)
S::glutamate	S::Amino acid	S::Glutamate metabolism	S::glutamate
S::glutamine	S::Amino acid	S::Glutamate metabolism	S::glutamine
S::glutamine-glutamate	S::Peptide	S::Dipeptide	S::glutamine-glutamate
S::glutamine-leucine	S::Peptide	S::Dipeptide	S::glutamine-leucine
S::glutarate (pentanedioate)	S::Amino acid	S::Lysine metabolism	S::glutarate (pentanedioate)
S::glycerate	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::glycerate
S::glycerol	S::Lipid	S::Glycerolipid metabolism	S::glycerol
S::glycerol 3-phosphate (G3P)	S::Lipid	S::Glycerolipid metabolism	S::glycerol 3-phosphate (G3P)
S::glycerophosphorylcholine (GPC)	S::Lipid	S::Glycerolipid metabolism	S::glycerophosphorylcholine (GPC)
S::glycine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::glycine
S::glycolate (hydroxyacetate)	S::Xenobiotics	S::Chemical	S::glycolate (hydroxyacetate)
S::glycylglycine	S::Peptide	S::Dipeptide	S::glycylglycine
S::glycylproline	S::Peptide	S::Dipeptide	S::glycylproline
S::glycyltyrosine	S::Peptide	S::Dipeptide	S::glycyltyrosine
S::guanine	S::Nucleotide	S::Purine metabolism, guanine containing	S::guanine
S::guanosine	S::Nucleotide	S::Purine metabolism, guanine containing	S::guanosine
S::gulono-1,4-lactone	S::Cofactors and vitamins	S::Ascorbate and aldarate metabolism	S::gulono-1,4-lactone
S::heptanoate (7:0)	S::Lipid	S::Medium chain fatty acid	S::heptanoate (7:0)
S::hexadecanedioate	S::Lipid	S::Fatty acid, dicarboxylate	S::hexadecanedioate
S::hippurate	S::Xenobiotics	S::Benzoate metabolism	S::hippurate
S::histidine	S::Amino acid	S::Histidine metabolism	S::histidine
S::histidylhistidine	S::Peptide	S::Dipeptide	S::histidylhistidine
S::histidylproline	S::Peptide	S::Dipeptide	S::histidylproline
S::homoserine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::homoserine
S::hypoxanthine	S::Nucleotide	S::Purine metabolism, (hypo)xanthine/inosine containing	S::hypoxanthine
S::imidazole propionate	S::Amino acid	S::Histidine metabolism	S::imidazole propionate
S::indoleacetate	S::Amino acid	S::Tryptophan metabolism	S::indoleacetate
S::inositol 1-phosphate (I1P)	S::Lipid	S::Inositol metabolism	S::inositol 1-phosphate (I1P)
S::isoleucine	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::isoleucine
S::isoleucylalanine	S::Peptide	S::Dipeptide	S::isoleucylalanine
S::isoleucylglycine	S::Peptide	S::Dipeptide	S::isoleucylglycine
S::isoleucylserine	S::Peptide	S::Dipeptide	S::isoleucylserine
S::isovalerylcarnitine	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::isovalerylcarnitine
S::lactate	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::lactate
S::leucine	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::leucine
S::leucylalanine	S::Peptide	S::Dipeptide	S::leucylalanine
S::leucylglutamate	S::Peptide	S::Dipeptide	S::leucylglutamate
S::leucylglycine	S::Peptide	S::Dipeptide	S::leucylglycine
S::leucylisoleucine	S::Peptide	S::Dipeptide	S::leucylisoleucine
S::leucylleucine	S::Peptide	S::Dipeptide	S::leucylleucine
S::leucylphenylalanine	S::Peptide	S::Dipeptide	S::leucylphenylalanine
S::leucyltyrosine	S::Peptide	S::Dipeptide	S::leucyltyrosine
S::levulinate (4-oxovalerate)	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::levulinate (4-oxovalerate)
S::lysine	S::Amino acid	S::Lysine metabolism	S::lysine
S::lysylphenylalanine	S::Peptide	S::Dipeptide	S::lysylphenylalanine
S::lysylproline	S::Peptide	S::Dipeptide	S::lysylproline
S::malate	S::Energy	S::Krebs cycle	S::malate
S::maltose	S::Carbohydrate	S::Fructose, mannose, galactose, starch, and sucrose metabolism	S::maltose
S::mannose	S::Carbohydrate	S::Fructose, mannose, galactose, starch, and sucrose metabolism	S::mannose
S::methylsuccinate	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::methylsuccinate
S::myo-inositol	S::Lipid	S::Inositol metabolism	S::myo-inositol
S::N-acetylaspartate (NAA)	S::Amino acid	S::Alanine and aspartate metabolism	S::N-acetylaspartate (NAA)
S::N-acetylglucosamine	S::Carbohydrate	S::Aminosugars metabolism	S::N-acetylglucosamine
S::N-acetylleucine	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::N-acetylleucine
S::N-acetylmethionine	S::Amino acid	S::Cysteine, methionine, SAM, taurine metabolism	S::N-acetylmethionine
S::N-acetylneuraminate	S::Carbohydrate	S::Aminosugars metabolism	S::N-acetylneuraminate
S::N-acetylphenylalanine	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::N-acetylphenylalanine
S::N-acetylputrescine	S::Amino acid	S::Polyamine metabolism	S::N-acetylputrescine
S::N-acetylserine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::N-acetylserine
S::N6-carbamoylthreonyladenosine	S::Nucleotide	S::Purine metabolism, guanine containing	S::N6-carbamoylthreonyladenosine
S::nicotinamide	S::Cofactors and vitamins	S::Nicotinate and nicotinamide metabolism	S::nicotinamide
S::nicotinate ribonucleoside*	S::Cofactors and vitamins	S::Nicotinate and nicotinamide metabolism	S::nicotinate ribonucleoside*
S::O-acetylhomoserine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::O-acetylhomoserine
S::ornithine	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::ornithine
S::orotate	S::Nucleotide	S::Pyrimidine metabolism, orotate containing	S::orotate
S::p-cresol sulfate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::p-cresol sulfate
S::palmitoyl sphingomyelin	S::Lipid	S::Sphingolipid	S::palmitoyl sphingomyelin
S::pantothenate	S::Cofactors and vitamins	S::Pantothenate and CoA metabolism	S::pantothenate
S::paraxanthine	S::Xenobiotics	S::Xanthine metabolism	S::paraxanthine
S::pelargonate (9:0)	S::Lipid	S::Medium chain fatty acid	S::pelargonate (9:0)
S::phenol sulfate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::phenol sulfate
S::phenylacetate	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::phenylacetate
S::phenylalanine	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::phenylalanine
S::phenylalanylglycine	S::Peptide	S::Dipeptide	S::phenylalanylglycine
S::phenylalanylisoleucine	S::Peptide	S::Dipeptide	S::phenylalanylisoleucine
S::phenylalanylleucine	S::Peptide	S::Dipeptide	S::phenylalanylleucine
S::phenylalanylphenylalanine	S::Peptide	S::Dipeptide	S::phenylalanylphenylalanine
S::phenylalanyltyrosine	S::Peptide	S::Dipeptide	S::phenylalanyltyrosine
S::phenyllactate (PLA)	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::phenyllactate (PLA)
S::phosphate	S::Energy	S::Oxidative phosphorylation	S::phosphate
S::phosphoethanolamine	S::Lipid	S::Glycerolipid metabolism	S::phosphoethanolamine
S::picolinate	S::Amino acid	S::Tryptophan metabolism	S::picolinate
S::pipecolate	S::Amino acid	S::Lysine metabolism	S::pipecolate
S::proline	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::proline
S::prolylglycine	S::Peptide	S::Dipeptide	S::prolylglycine
S::prolylproline	S::Peptide	S::Dipeptide	S::prolylproline
S::propionylcarnitine	S::Lipid	S::Fatty acid metabolism (also BCAA metabolism)	S::propionylcarnitine
S::pseudouridine	S::Nucleotide	S::Pyrimidine metabolism, uracil containing	S::pseudouridine
S::putrescine	S::Amino acid	S::Polyamine metabolism	S::putrescine
S::pyroglutamine*	S::Amino acid	S::Glutamate metabolism	S::pyroglutamine*
S::pyrophosphate (PPi)	S::Energy	S::Oxidative phosphorylation	S::pyrophosphate (PPi)
S::pyruvate	S::Carbohydrate	S::Glycolysis, gluconeogenesis, pyruvate metabolism	S::pyruvate
S::quinate	S::Xenobiotics	S::Food component/Plant	S::quinate
S::ribose	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::ribose
S::sarcosine (N-Methylglycine)	S::Amino acid	S::Glycine, serine and threonine metabolism	S::sarcosine (N-Methylglycine)
S::scyllo-inositol	S::Lipid	S::Inositol metabolism	S::scyllo-inositol
S::sebacate (decanedioate)	S::Lipid	S::Fatty acid, dicarboxylate	S::sebacate (decanedioate)
S::serine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::serine
S::serylleucine	S::Peptide	S::Dipeptide	S::serylleucine
S::stachydrine	S::Xenobiotics	S::Food component/Plant	S::stachydrine
S::succinate	S::Energy	S::Krebs cycle	S::succinate
S::succinylcarnitine	S::Energy	S::Krebs cycle	S::succinylcarnitine
S::tartarate	S::Xenobiotics	S::Food component/Plant	S::tartarate
S::taurine	S::Amino acid	S::Cysteine, methionine, SAM, taurine metabolism	S::taurine
S::tetradecanedioate	S::Lipid	S::Fatty acid, dicarboxylate	S::tetradecanedioate
S::theobromine	S::Xenobiotics	S::Xanthine metabolism	S::theobromine
S::threitol	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::threitol
S::threonate	S::Cofactors and vitamins	S::Ascorbate and aldarate metabolism	S::threonate
S::threonine	S::Amino acid	S::Glycine, serine and threonine metabolism	S::threonine
S::threonylphenylalanine	S::Peptide	S::Dipeptide	S::threonylphenylalanine
S::threonylvaline	S::Peptide	S::Dipeptide	S::threonylvaline
S::thymine	S::Nucleotide	S::Pyrimidine metabolism, thymine containing	S::thymine
S::trans-4-hydroxyproline	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::trans-4-hydroxyproline
S::trans-urocanate	S::Amino acid	S::Histidine metabolism	S::trans-urocanate
S::tryptophan	S::Amino acid	S::Tryptophan metabolism	S::tryptophan
S::tryptophan betaine	S::Amino acid	S::Tryptophan metabolism	S::tryptophan betaine
S::tyrosine	S::Amino acid	S::Phenylalanine & tyrosine metabolism	S::tyrosine
S::tyrosylglutamine	S::Peptide	S::Dipeptide	S::tyrosylglutamine
S::tyrosylglycine	S::Peptide	S::Dipeptide	S::tyrosylglycine
S::tyrosylleucine	S::Peptide	S::Dipeptide	S::tyrosylleucine
S::undecanedioate	S::Lipid	S::Fatty acid, dicarboxylate	S::undecanedioate
S::uracil	S::Nucleotide	S::Pyrimidine metabolism, uracil containing	S::uracil
S::urate	S::Nucleotide	S::Purine metabolism, urate metabolism	S::urate
S::urea	S::Amino acid	S::Urea cycle; arginine-, proline-, metabolism	S::urea
S::uridine	S::Nucleotide	S::Pyrimidine metabolism, uracil containing	S::uridine
S::valerate	S::Lipid	S::Short chain fatty acid	S::valerate
S::valine	S::Amino acid	S::Valine, leucine and isoleucine metabolism	S::valine
S::valylalanine	S::Peptide	S::Dipeptide	S::valylalanine
S::valylisoleucine	S::Peptide	S::Dipeptide	S::valylisoleucine
S::valylleucine	S::Peptide	S::Dipeptide	S::valylleucine
S::vanillate	S::Xenobiotics	S::Food component/Plant	S::vanillate
S::xanthine	S::Nucleotide	S::Purine metabolism, (hypo)xanthine/inosine containing	S::xanthine
S::xylonate	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::xylonate
S::xylose	S::Carbohydrate	S::Nucleotide sugars, pentose metabolism	S::xylose
S::X - 03056	S::Unknown	S::Unknown	S::X - 03056
S::X - 11315	S::Unknown	S::Unknown	S::X - 11315
S::X - 11390	S::Unknown	S::Unknown	S::X - 11390
S::X - 11423	S::Unknown	S::Unknown	S::X - 11423
S::X - 11508	S::Unknown	S::Unknown	S::X - 11508
S::X - 11607	S::Unknown	S::Unknown	S::X - 11607
S::X - 11616	S::Unknown	S::Unknown	S::X - 11616
S::X - 11618	S::Unknown	S::Unknown	S::X - 11618
S::X - 11641	S::Unknown	S::Unknown	S::X - 11641
S::X - 11684	S::Unknown	S::Unknown	S::X - 11684
S::X - 12259	S::Unknown	S::Unknown	S::X - 12259
S::X - 12748	S::Unknown	S::Unknown	S::X - 12748
S::X - 12776	S::Unknown	S::Unknown	S::X - 12776
S::X - 12805	S::Unknown	S::Unknown	S::X - 12805
S::X - 12889	S::Unknown	S::Unknown	S::X - 12889
S::X - 12944	S::Unknown	S::Unknown	S::X - 12944
S::X - 13230	S::Unknown	S::Unknown	S::X - 13230
S::X - 13452	S::Unknown	S::Unknown	S::X - 13452
S::X - 13537	S::Unknown	S::Unknown	S::X - 13537
S::X - 13579	S::Unknown	S::Unknown	S::X - 13579
S::X - 13671	S::Unknown	S::Unknown	S::X - 13671
S::X - 13673	S::Unknown	S::Unknown	S::X - 13673
S::X - 13819	S::Unknown	S::Unknown	S::X - 13819
S::X - 13874	S::Unknown	S::Unknown	S::X - 13874
S::X - 13879	S::Unknown	S::Unknown	S::X - 13879
S::X - 13891	S::Unknown	S::Unknown	S::X - 13891
S::X - 14105	S::Unknown	S::Unknown	S::X - 14105
S::X - 14257	S::Unknown	S::Unknown	S::X - 14257
S::X - 14473	S::Unknown	S::Unknown	S::X - 14473
S::X - 14904	S::Unknown	S::Unknown	S::X - 14904
S::X - 15160	S::Unknown	S::Unknown	S::X - 15160
S::X - 15415	S::Unknown	S::Unknown	S::X - 15415
S::X - 15461	S::Unknown	S::Unknown	S::X - 15461
S::X - 15489	S::Unknown	S::Unknown	S::X - 15489
S::X - 15580	S::Unknown	S::Unknown	S::X - 15580
S::X - 15581	S::Unknown	S::Unknown	S::X - 15581
S::X - 15594	S::Unknown	S::Unknown	S::X - 15594
S::X - 15605	S::Unknown	S::Unknown	S::X - 15605
S::X - 15675	S::Unknown	S::Unknown	S::X - 15675
S::X - 15689	S::Unknown	S::Unknown	S::X - 15689
S::X - 15735	S::Unknown	S::Unknown	S::X - 15735
S::X - 15808	S::Unknown	S::Unknown	S::X - 15808
S::X - 16103	S::Unknown	S::Unknown	S::X - 16103
S::X - 16271	S::Unknown	S::Unknown	S::X - 16271
S::X - 16626	S::Unknown	S::Unknown	S::X - 16626
S::X - 16674	S::Unknown	S::Unknown	S::X - 16674
S::X - 17010	S::Unknown	S::Unknown	S::X - 17010
S::X - 17502	S::Unknown	S::Unknown	S::X - 17502
S::X - 18037	S::Unknown	S::Unknown	S::X - 18037
S::X - 18059	S::Unknown	S::Unknown	S::X - 18059
S::X - 18095	S::Unknown	S::Unknown	S::X - 18095
S::X - 18111	S::Unknown	S::Unknown	S::X - 18111
S::X - 18113	S::Unknown	S::Unknown	S::X - 18113
S::X - 18140	S::Unknown	S::Unknown	S::X - 18140
S::X - 18278	S::Unknown	S::Unknown	S::X - 18278
S::X - 18309	S::Unknown	S::Unknown	S::X - 18309
S::X - 18330	S::Unknown	S::Unknown	S::X - 18330
S::X - 18672	S::Unknown	S::Unknown	S::X - 18672
S::X - 19437	S::Unknown	S::Unknown	S::X - 19437
S::X - 19489	S::Unknown	S::Unknown	S::X - 19489
S::X - 19572	S::Unknown	S::Unknown	S::X - 19572
